codArt;nomArt;alto_cm;ancho_cm;largo _cm;Peso_kg;Ubicación
INN005;DIACEREINA 50MG CAPSULA;6,8;10,00;3,5;28,00;Carga Seca
AC0001;CARBONATO DE LITIO 300MG TABLETA;5,5;10,00;4,5;64,00;Carga Seca
RM0006;CLONIXINATO DE LISINA + CICLOBENZAPRINA 125MG+5MG TABLETA RECUBIERTA;5,00;10,00;4,5;57,00;Comerciales
TE0148;ACETAMINOFEN + HIDROCODONA 325MG+5MG TABLETA;4,7;10,00;2,5;25,00;Carga Seca
LQ0140;SERTRALINA 100MG TABLETA RECUBIERTA;4,00;10,00;12,5;143,00;Carga Seca
BOY005;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 460G;15,5;10,00;10,00;590,00;Carga Seca
KET001;APME EN POLVO FÓRMULA PARA PERSONAS MAYORES DE 1 AÑO LATA X 300G;14,00;10,00;10,00;409,00;Comerciales
BOY002;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 434G;13,5;10,00;10,00;565,00;Carga Seca
BOY023;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 400G;13,5;10,00;10,00;532,00;Carga Seca
BOY003;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 400G;13,5;10,00;10,00;529,00;Carga Seca
BOY059;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 415G;13,5;10,00;10,00;546,00;Carga Seca
LF0205;APME EN POLVO FÓRMULA POLIMERICA PARA ADULTOS LATA X 400G;13,5;10,00;10,00;514,00;Carga Seca
NU0013;APME EN POLVO FÓRMULA OLIGOMÉRICA PARA NIÑOS DE 0 A 12 MESES LATA X 400G;13,00;10,00;10,00;505,00;Carga Seca
NU0005;APME EN POLVO PARA NIÑOS DE 0 A 18 MESES LATA X 400G;12,7;10,00;10,00;506,00;Carga Seca
NV0145;FÓRMULA LACTEA EN POLVO PARA LACTANTES PREMATUROS O DE BAJO PESO AL NACER LATA X 400G;12,7;10,00;10,00;500,00;Carga Seca
NV0148;FÓRMULA LACTEA EN POLVO PARA LACTANTES DE 0 A 6 MESES LATA X 400G;12,7;10,00;10,00;500,00;Carga Seca
NU0003;APME EN POLVO FÓRMULA POLIMÉRICA PARA NIÑOS DE 2 A 10 AÑOS LATA X 400G;12,50;10,00;10,00;506,00;Carga Seca
CG0002;APME EN POLVO FÓRMULA MODULAR PARA NIÑOS MAYORES DE 3 AÑOS Y ADULTOS LATA X 225G;12,5;10,00;10,00;331,00;Carga Seca
LF0036;APME EN POLVO FÓRMULA MODULAR PARA NIÑOS DESDE 4 AÑOS Y ADULTOS LATA X 275G;12,00;10,00;10,00;389,00;Carga Seca
NU0006;APME EN POLVO FÓRMULA MONOMÉRICA PARA NIÑOS APARTIR DE 1 AÑO LATA X 400G;12,00;10,00;10,00;503,00;Comerciales
LF0374;ALIMENTO EN POLVO PARA DIABETICOS LATA X 400G;12,00;10,00;10,00;511,00;Carga Seca
LF0099;ALIMENTO EN POLVO PARA DIABETICOS LATA X 400G;12,00;10,00;10,00;512,00;Carga Seca
BOY024;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 378G;12,00;10,00;10,00;490,00;Carga Seca
NU0008;APME EN POLVO FÓRMULA MONOMÉRICA  PARA NIÑOS DE 0 A 12 MESES LATA X 400G;12,00;10,00;10,00;507,00;Comerciales
PI0020;SUPLEMENTO DIETARIO POLVO A SOLUCION ORAL;12,00;10,00;10,00;356,00;Carga Seca
AB0118;APME EN POLVO FÓRMULA POLIMERICA PARA ADULTOS LATA X 400G;11,5;10,00;10,00;504,00;Carga Seca
AB0080;APME EN POLVO FÓRMULA POLIMÉRICA PARA PARA ADULTOS LATA X 400G;11,5;10,00;10,00;502,00;Carga Seca
AB0078;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 400G;11,5;10,00;10,00;504,00;Carga Seca
AB0071;APME EN POLVO FÓRMULA POLIMERICA PARA NIÑOS LATA X 400G;11,5;10,00;10,00;504,00;Carga Seca
AB0070;APME EN POLVO FÓRMULA POLIMERICA PARA NIÑOS LATA X 400G;11,5;10,00;10,00;505,00;Carga Seca
BE0021;NORFLOXACINO 400MG TABLETA;7,70;1,90;15,10;25,00;Comerciales
PF0171;SULTAMICILINA 375MG TABLETA;7,70;1,90;15,10;24,00;Comerciales
EU0046;NISTATINA + NIFURATEL 200.000UI+500MG OVULO VAGINAL;6,30;1,90;10,00;21,00;Carga Seca
MSN051;LEVOFLOXACINO 750MG TABLETA;6,00;1,90;6,70;11,00;Carga Seca
GR0069;CLORMADINONA + ETINILESTRADIOL 2MG+0,03MG TABLETA RECUBIERTA;5,00;1,90;12,50;17,00;Carga Seca
LS0183;ESOMEPRAZOL + MELOXICAM 20MG+7,5MG TABLETA RECUBIERTA;4,30;1,90;10,00;11,00;Carga Seca
GF0074;DEFLAZACORT 30MG TABLETA;4,30;1,90;10,30;10,00;Carga Seca
TE0254;CABERGOLINA 0,5MG TABLETA;3,90;1,90;7,60;5,00;Comerciales
NV0040;DESLORATADINA 5MG TABLETA RECUBIERTA;3,90;1,90;7,60;7,00;Comerciales
BCN064;DEFLAZACORT 6MG TABLETA;3,90;1,90;7,50;6,00;Comerciales
FR0072;DESLORATADINA 5MG TABLETA;3,90;1,90;9,60;7,00;Comerciales
PX0259;CABERGOLINA 0,5MG TABLETA;3,90;1,90;7,50;5,00;Comerciales
TE0067;RISPERIDONA 3MG TABLETA RECUBIERTA;3,80;1,90;9,70;16,00;Carga Seca
MK0332;SILDENAFIL 100MG TABLETA RECUBIERTA;3,80;1,90;7,50;4,00;Carga Seca
ASC010;CEFUROXIMA 500MG TABLETA;8,40;1,80;15,20;28,00;Carga Seca
PX0055;MODAFINIL 100MG CAPSULA BLANDA;7,70;1,80;15,80;19,00;Carga Seca
ADS030;ROCURONIO BROMURO 50MG/5ML (10MG/ML) SOLUCION INYECTABLE;7,50;1,80;8,00;53,00;Cadena de Frio
PX0238;FEXOFENADINA 120MG TABLETA RECUBIERTA;7,20;1,80;9,00;13,00;Carga Seca
PX0235;CLOTRIMAZOL 100MG OVULO VAGINAL;7,10;1,80;9,10;15,00;Carga Seca
PX0228;KETOCONAZOL + CLINDAMICINA 400MG+100MG OVULO VAGINAL;7,10;1,80;9,10;16,00;Carga Seca
PX0141;LEFLUNOMIDA 100MG CAPSULA BLANDA;7,10;1,80;9,10;10,00;Carga Seca
PX0011;FENILEFRINA + CETIRIZINA 15MG+5MG CAPSULA DURA;7,00;1,80;9,10;14,00;Carga Seca
TF0036;FENAZOPIRIDINA 200MG COMPRIMIDO RECUBIERTO;5,50;1,80;11,30;11,00;Carga Seca
PX0322;NAPROXENO + SUMATRIPTAN 500MG+85MG TABLETA RECUBIERTA;5,10;1,80;8,50;12,00;Carga Seca
LS0104;AMIODARONA 200MG TABLETA;4,5;1,80;9,80;10,00;Carga Seca
LS0146;VALSARTAN 80MG TABLETA;4,5;1,80;10,00;11,00;Carga Seca
LS0064;MONTELUKAST 5MG TABLETA MASTICABLE;4,40;1,80;9,90;8,00;Carga Seca
LS0136;NITAZOXANIDA 500MG TABLETA RECUBIERTA;4,30;1,80;9,9;11,00;Carga Seca
LS0056;IRBESARTAN 150MG TABLETA;4,30;1,80;10,00;16,00;Carga Seca
GF0134;LANSOPRAZOL 30MG CAPSULA DE LIBERACION RETARDADA;4,30;1,80;10,30;13,00;Carga Seca
LS0172;TIOCOLCHICOSIDO 4MG TABLETA;4,30;1,80;10,00;10,00;Carga Seca
GF0205;TINIDAZOL 500MG TABLETA RECUBIERTA;4,30;1,80;10,20;11,00;Carga Seca
LS0192;ESOMEPRAZOL + MELOXICAM 20MG+15MG TABLETA DE LIBERACION RETARDADA;4,30;1,80;10,00;12,00;Carga Seca
GRM003;ISONIAZIDA 300MG TABLETA RECUBIERTA;4,30;1,80;10,00;12,00;Carga Seca
LS0160;FEXOFENADINA 120MG TABLETA RECUBIERTA;4,20;1,80;9,50;11,00;Carga Seca
LS0138;ZOPICLONA 7,5MG TABLETA;4,20;1,80;9,90;10,00;Carga Seca
LS0017;AZITROMICINA 500MG TABLETA;4,2;1,80;10,00;8,00;Carga Seca
MK0248;CANDESARTAN 16MG TABLETA;3,90;1,80;7,40;10,00;Carga Seca
MK0275;CLOTRIMAZOL + CLINDAMICINA 200MG+100MG OVULO VAGINAL;3,90;1,80;7,40;8,00;Carga Seca
LQ0206;DICLOFENACO 50MG TABLETA;3,90;1,80;7,50;10,00;Comerciales
MK0295;LOVASTATINA 20MG TABLETA;3,90;1,80;7,30;12,00;Carga Seca
NO0171;DICLOFENACO 50MG TABLETA;3,90;1,80;7,50;10,00;Comerciales
GF0116;HIDROXICINA 25MG TABLETA RECUBIERTA;3,80;1,80;8,20;8,00;Carga Seca
MK0014;AMITRIPTILINA 25MG TABLETA;3,80;1,80;7,30;9,00;Carga Seca
TE0095;MISOPROSTOL 200MCG TABLETA VAGINAL;3,80;1,80;7,50;8,00;Carga Seca
MK0071;FLUCONAZOL 150MG CAPSULA;3,80;1,80;7,50;5,00;Carga Seca
MK0145;SECNIDAZOL 500MG TABLETA RECUBIERTA;3,80;1,80;7,30;6,00;Carga Seca
MK0144;SECNIDAZOL 1G TABLETA;3,80;1,80;7,50;7,00;Carga Seca
MK0087;GINKGO BILOBA 40MG TABLETA;3,80;1,80;9,50;13,00;Carga Seca
TE0171;ETORICOXIB 60MG TABLETA RECUBIERTA;10,00;1,80;9,70;9,70;Carga Seca
SG0137;DICLOFENACO 100MG/3ML (33,33MG/ML) SOLUCION INYECTABLE;7,00;1,8;7,7;36,00;Carga Seca
SG0072;LEVOTIROXINA 125MCG TABLETA;6,00;1,8;9,5;17,00;Carga Seca
PS0009;DOXEPINA 50MG TABLETA RECUBIERTA;6,00;1,8;9,5;22,00;Carga Seca
SG0045;IBUPROFENO + CODEINA 200MG+30MG TABLETA RECUBIERTA;6,00;1,8;9,5;14,00;Carga Seca
TF0045;OXIBUTININA 10MG TABLETA DE LIBERACION PROLONGADA;5,5;1,8;12,5;10,00;Carga Seca
TF0094;DICLOFENACO + TRAMADOL 25MG+25MG TABLETA;5,5;1,8;11,00;19,00;Carga Seca
GL0007;AZATIOPRINA 50MG TABLETA;5,07;1,8;11,00;34,00;Comerciales
ZB0021;URSODESOXICOLICO ACIDO 300MG TABLETA;4,7;1,8;11,5;20,00;Carga Seca
GR0023;TRAMADOL 50MG TABLETA RECUBIERTA DE LIBERACION PROLONGADA;4,4;1,8;10,5;10,00;Carga Seca
EUP013;EXEMESTANO 25MG TABLETA RECUBIERTA;4,20;1,8;10,5;10,00;Comerciales
TE0062;RISPERIDONA 1MG TABLETA RECUBIERTA;4,00;1,8;7,5;9,00;Carga Seca
MEN009;ROCIVERINA 20MG/2ML (10MG/ML) SOLUCION INYECTABLE;1,8;1,8;7,5;7,00;Carga Seca
OPE007;ESPORAS DE BACILLUS CLAUSII 4.000MUI/5ML SUSPENSION ORAL;8,70;1,70;9,90;45,00;Carga Seca
GF0390;CIPROFLOXACINO 500MG TABLETA RECUBIERTA;8,20;1,70;6,50;15,00;Carga Seca
CO0038;PANTOPRAZOL 20MG TABLETA RECUBIERTA;7,90;1,70;10,80;19,00;Carga Seca
PX0327;BETAHISTINA 24MG TABLETA RECUBIERTA;7,90;1,70;10,90;17,00;Carga Seca
MK0122;NORFLOXACINO 400MG TABLETA RECUBIERTA;7,50;1,70;14,90;21,00;Carga Seca
RM0174;ETORICOXIB 120MG TABLETA RECUBIERTA;7,20;1,70;12,50;13,00;Carga Seca
PR0072;ETILEFRINA 10MG/ML SOLUCION INYECTABLE;6,50;1,70;6,00;18,00;Carga Seca
CH0053;TIBOLONA 2,5MG TABLETA;5,20;1,70;13,30;12,00;Carga Seca
MK0185;CLONIDINA 150MCG TABLETA;4,80;1,70;7,40;8,00;Carga Seca
MK0249;CANDESARTAN 8MG TABLETA;3,80;1,70;7,40;8,00;Carga Seca
MK0234;HIDROCLOROTIAZIDA 12,5MG TABLETA;3,80;1,70;7,40;8,00;Carga Seca
MK0110;METOPROLOL TRATRATO 50MG TABLETA;3,80;1,70;7,50;10,00;Carga Seca
MK0072;FLUCONAZOL 200MG CAPSULA;3,80;1,70;7,30;7,00;Carga Seca
TE0123;MISOPROSTOL 50MCG TABLETA VAGINAL;3,80;1,70;7,40;4,00;Carga Seca
GF0172;PIROXICAM 20MG TABLETA;3,70;1,70;8,30;5,00;Carga Seca
GF0422;LACOSAMIDA 50MG TABLETA RECUBIERTA;3,70;1,70;8,20;7,00;Carga Seca
MK0005;ACICLOVIR 5G/100G (5%) CREMA TOPICA;2,30;1,70;11,50;17,00;Carga Seca
BS0007;BUPIVACAINA S/EPINEFRINA 50MG/10ML (5MG/ML) (0,5%) SOLUCION INYECTABLE;9,00;1,7;1,7;18,00;Carga Seca
SG0073;LEVOTIROXINA 150MCG TABLETA;8,5;1,7;10,7;19,00;Carga Seca
PX0249;PANTOPRAZOL 40MG TABLETA RECUBIERTA;8,00;1,7;11,00;23,00;Carga Seca
TF0061;ATORVASTATINA + EZETIMIBE 20MG+10MG COMPRIMIDO;7,00;1,7;13,00;24,00;Carga Seca
CS0030;ACETAMINOFEN + DEXIBUPROFENO + CAFEINA 250MG+200MG+65MG TABLETA RECUBIERTA;7,00;1,7;10,00;18,00;Carga Seca
FCH006;SUMATRIPTAN 100MG TABLETA;6,2;1,7;8,5;9,00;Carga Seca
SG0075;LEVOTIROXINA 88MCG TABLETA;6,00;1,7;9,3;18,00;Carga Seca
SG0071;LEVOTIROXINA 112MCG TABLETA;6,00;1,7;9,5;18,00;Carga Seca
SND002;PIPOTIAZINA 25MG/ML SOLUCION INYECTABLE;6,00;1,7;7,8;23,00;Carga Seca
FR0043;LOSARTAN 50MG TABLETA RECUBIERTA;5,7;1,7;12,5;17,00;Comerciales
TE0130;FEXOFENADINA 120MG TABLETA RECUBIERTA;5,00;1,7;9,8;9,00;Carga Seca
MT0002;HIDROXICLOROQUINA 200MG TABLETA RECUBIERTA;4,5;1,7;10,00;16,00;Carga Seca
GR0025;DICLOFENACO + TRAMADOL 25MG+25MG TABLETA;4,5;1,7;10,5;13,00;Carga Seca
GR0063;BETAHISTINA 24MG TABLETA;4,4;1,7;10,5;18,00;Carga Seca
HM0113;CANDESARTAN 32MG TABLETA;4,2;1,7;10,2;15,00;Carga Seca
HM0092;PINAVERIO BROMURO 100MG TABLETA;4,00;1,7;10,2;15,00;Carga Seca
GF0435;CEFADROXILO 500MG CAPSULA;6,60;1,60;8,60;15,00;Carga Seca
TE0229;NITAZOXANIDA 500MG TABLETA RECUBIERTA;5,00;1,60;12,50;13,00;Comerciales
TE0259;CARVEDILOL 12,5MG TABLETA;4,90;1,60;12,10;15,00;Carga Seca
MK0330;MACITENTAN 10MG TABLETA RECUBIERTA;4,70;1,60;9,80;12,00;Comerciales
CS0026;DEXIBUPROFENO 400MG TABLETA RECUBIERTA;7,00;1,6;10,00;17,00;Carga Seca
MSN032;MACITENTAN 10MG TABLETA RECUBIERTA;4,70;1,6;9,8;12,00;Comerciales
PX0160;DIENOGEST + ETINILESTRADIOL 2MG+0,03MG TABLETA RECUBIERTA;8,20;1,50;11,60;29,00;Carga Seca
AR0001;HIDROXICINA 100MG/2ML (50MG/ML) SOLUCION INYECTABLE;6,50;1,50;6,50;26,00;Carga Seca
MLC002;SIMETICONA + CITRATO DE ALVERINA 300MG+60MG CAPSULA BLANDA;6,50;1,50;8,90;17,00;Carga Seca
FR0106;EZETIMIBE 10MG TABLETA;5,00;1,50;12;18,00;Comerciales
PMC001;MIDODRINA 5MG TABLETA RECUBIERTA;4,50;1,50;10,50;11,00;Carga Seca
CH0056;MEBENDAZOL 100MG TABLETA;4,50;1,50;10,30;9,00;Carga Seca
LU0008;VORTIOXETINA 20MG TABLETA RECUBIERTA;4,00;1,50;10,70;16,00;Comerciales
XN0040;SOLIFENACINA 5MG TABLETA RECUBIERTA;3,50;1,50;7,80;8,00;Carga Seca
AL0058;LENTE MONOFOCAL DE 3 PIEZAS 23,00 DIOPTRIAS CONSTANTE 118,4;16,00;1,50;2,00;55,00;Comerciales
PI0161;GLUCONATO DE CALCIO 100MG/ML SOLUCION INYECTABLE;9,5;1,5;1,5;16;Carga Seca
SA0073;ESPORAS DE BACILLUS CLAUSII 2.000MUI/5ML SUSPENSION ORAL;9,00;1,5;15,5;86,00;Carga Seca
MT0019;NITAZOXANIDA 500MG TABLETA RECUBIERTA;8,5;1,5;16,00;19,00;Carga Seca
SG0107;LEVOTIROXINA 62MCG TABLETA;8,5;1,5;10,5;20,00;Carga Seca
LG0139;IBUPROFENO + TIOCOLCHICOSIDO 400MG+4MG TABLETA RECUBIERTA;8,5;1,5;12,00;22,00;Carga Seca
PX0158;DROSPIRENONA + ETINILESTRADIOL 3MG+0,02MG TABLETA RECUBIERTA;8,3;1,5;11,7;27,00;Carga Seca
LG0014;GABAPENTIN 800MG TABLETA;8,00;1,5;11,5;26,00;Carga Seca
HEE001;TRAUMEEL S 2,2ML SOLUCION INYECTABLE;8,00;1,5;7;29,00;Comerciales
BIE009;CLINDAMICINA 600MG/4ML (150MG/ML) SOLUCION INYECTABLE;7,5;1,5;15;72,00;Carga Seca
SIC023;DOBUTAMINA 250MG/5ML (50ML/ML) SOLUCION INYECTABLE;7,3;1,5;1,5;9,00;Carga Seca
HM0130;MOXIFLOXACINO 400MG TABLETA;7,00;1,5;8,7;13,00;Carga Seca
LF0271;DIENOGEST 2MG TABLETA;6,7;1,5;10,5;13,00;Carga Seca
LB0015;ESPIRAMICINA 3.000.000UI TABLETA RECUBIERTA;6,5;1,5;8,5;18,00;Carga Seca
LG0149;IBUPROFENO + TIOCOLCHICOSIDO 600MG+8MG TABLETA RECUBIERTA;6,5;1,5;8,5;17,00;Carga Seca
LB0070;SULTAMICILINA 375MG TABLETA RECUBIERTA;6,5;1,5;8,5;15;Carga Seca
GF0258;KETOROLACO 30MG/ML SOLUCION INYECTABLE;6,00;1,5;6,5;18,00;Carga Seca
AC0005;HALOPERIDOL 5MG/ML SOLUCION INYECTABLE;6,00;1,5;6,5;22,00;Carga Seca
LG0068;AMOXICILINA 875MG TABLETA;6,00;1,5;8,5;20,00;Carga Seca
ASP011;DARIFENACINA 15MG TABLETA DE LIBERACION PROLONGADA;6,00;1,5;11,00;21,00;Comerciales
SAN002;APME LISTO PARA ADMINISTRAR FÓRMULA POLIMERICA PARA NIÑOS DE 6 A 59 MESES SOBRE X 92G;6,00;1,5;14,00;94,00;Carga Seca
LG0064;TIOCOLCHICOSIDO 8MG TABLETA RECUBIERTA;5,5;1,5;6,5;7,00;Carga Seca
LF0062;MEDROXIPROGESTERONA 5MG TABLETA;5,3;1,5;10,00;8,00;Carga Seca
EU0026;RUPATADINA 10MG TABLETA;4,50;1,5;10,3;11,00;Comerciales
HU0145;PINAVERIO BROMURO 100MG TABLETA RECUBIERTA;4,5;1,5;12,5;14,00;Carga Seca
EC0136;RIFAXIMINA 200MG TABLETA RECUBIERTA;4,5;1,5;9,5;14,00;Carga Seca
SG0066;ZOPICLONA 7,5MG TABLETA RECUBIERTA;4,4;1,5;10,3;12,00;Carga Seca
LP0038;LORAZEPAM 2MG TABLETA;3,5;1,5;8,5;10,00;Controlados
GNX001;DEXAMETASONA 4MG TABLETA;3,00;1,5;8,00;8,00;Comerciales
BX0102;EQUIPO CYSTOFLO PEDIATRICO EN PEEL POUCH DE 500ML;22,5;1,5;22,00;59,00;Carga Seca
BX0255;EQUIPO BOMBA ESTANDAR CLEAR LINK SIN AGUJA;21,5;1,5;10;37;Carga Seca
CS0017;FOSFOMICINA 3G GRANULADO A SOLUCION ORAL;11,00;1,5;11,1;20,00;Carga Seca
GR0033;BUPRENORFINA 30MG/37,5CM (52,5MCG/H) PARCHE TRANSDERMICO;11,00;1,5;13,5;55,00;Controlados
GR0055;BUPRENORFINA 10MG/12,5CM (10MCG/H) PARCHE TRASDERMICO;10,5;1,5;8;25,00;Controlados
GR0074;BUPRENORFINA 20MG/25CM (20MCG/H) PARCHE TRANSDERMICO;10,5;1,5;10,5;34,00;Controlados
GR0034;BUPRENORFINA 40MG/50CM (70MCG/H) PARCHE TRANSDERMICO;10,5;1,5;16;64,00;Controlados
BY0133;CONECTORES DE BAJA PRESION LPDCT 160;24;1,5;8;14;Carga Seca
LF0222;EPLERENONA 25MG TABLETA;7,7;1,4;9,7;16,00;Carga Seca
BIE013;HIOSCINA N-BUTIL BROMURO 20MG/ML SOLUCION INYECTABLE;5,7;1,4;15,00;32,00;Carga Seca
VP0017;ISONIAZIDA 300MG TABLETA;4,7;1,4;10,00;12,00;Carga Seca
SM0003;ERITROPOYETINA HUMANA RECOMBINANTE 2.000UI/ML SOLUCION INYECTABLE;3,9;1,4;1,4;6,00;Cadena de Frio
SM0032;ERITROPOYETINA HUMANA RECOMBINANTE 4.000UI/ML SOLUCION INYECTABLE;3,8;1,4;1,4;5,00;Cadena de Frio
HM0029;INDAPAMIDA 2,5MG TABLETA RECUBIERTA;3,7;1,4;8,5;5,00;Carga Seca
TF0104;ACETAMINOFEN + TRAMADOL 325MG+37,5MG COMPRIMIDO;5,70;1,30;11,20;22,00;Carga Seca
MG045;CLONIXINATO DE LISINA + PROPINOX 125MG+10MG TABLETA RECUBIERTA;4,7;1,3;10,5;12,00;Carga Seca
MT0014;SIMVASTATINA + EZETIMIBE 20MG+10MG TABLETA RECUBIERTA;8,00;1,2;11,00;18,00;Carga Seca
LL0017;TADALAFILO 5MG COMPRIMIDO RECUBIERTO;6,2;1,2;14;26,00;Comerciales
NVX007;FENAZOPIRIDINA 200MG TABLETA;4,00;1,2;10,2;9,00;Carga Seca
HM0049;ONDANSETRON 8MG TABLETA;3,7;1,2;8,5;5,00;Carga Seca
CS0003;LEVOAMLODIPINO 2,5MG TABLETA;3,7;1,2;8,00;10,00;Carga Seca
RM0104;ONDANSETRON 4MG TABLETA;3,7;1,2;8,7;5,00;Carga Seca
LQ0147;FLUCONAZOL 150MG CAPSULA;3,5;1,2;8,5;6,00;Carga Seca
MT0015;MOSAPRIDA 5MG TABLETA;4,5;1,1,;10,3;11,00;Carga Seca
GE0012;CIPERMETRINA 0,2G/100ML EMULSION TOPICA - SHAMPOO;9,50;1,00;5,80;13,00;Carga Seca
BX0077;MESNA 400MG/4ML (100MG/ML) SOLUCION INYECTABLE;7,00;1,00;1,00;8,00;Comerciales
PINT14;MIGALASTAT 150MG CAPSULA DURA;7,00;1,00;20,00;58,00;Comerciales
LQ0214;SULTAMICILINA 375MG TABLETA;6,7;1,00;9,00;14,00;Carga Seca
LQ0085;SULTAMICILINA 750MG TABLETA;6,7;1,00;9,00;20,00;Carga Seca
BA0001;DINITRATO DE ISOSORBIDE 5MG TABLETA;6,5;1,00;9,5;9,00;Carga Seca
BY0121;DIENOGEST + ESTRADIOL 3MG+2MG COMPRIMIDO RECUBIERTO;6,5;1,00;9,2;30,00;Carga Seca
BS0002;DIAZEPAM 10MG/2ML (5ML/ML) SOLUCION INYECTABLE;6,5;1,00;1,00;5,00;Controlados
VP0015;LINEZOLID 600MG TABLETA;6,5;1,00;22,00;20,00;Comerciales
BS0045;FITOMENADIONA (VITAMINA K1) 1MG/ML SOLUCION INYECTABLE;6,00;1,00;1,00;3,00;Carga Seca
BS0009;FITOMENADIONA (VITAMINA K1) 10MG/ML SOLUCION INYECTABLE;6,00;1,00;1,00;4,00;Carga Seca
BS0044;NEOSTIGMINA 0,5MG/ML SOLUCION INYECTABLE;6,00;1,00;1,00;3,00;Carga Seca
SIC048;KETOPROFENO 100MG/2ML (50MG/ML) SOLUCION INYECTABLE;6,00;1,00;1,00;4,00;Carga Seca
BS0046;ATROPINA 1MG/ML SOLUCION INYECTABLE;5,7;1,00;1,00;4,00;Carga Seca
LB0062;TIZANIDINA 2MG TABLETA;3,7;1,00;8,5;6,00;Carga Seca
BCN014;SULFADOXINA + PIRIMETAMINA 500MG+25MG TABLETA;3,30;1,00;8,00;6,00;Carga Seca
GNX005;DEXAMETASONA 40MG TABLETA;3,00;1,00;8,50;8,00;Comerciales
MG035;APME EN POLVO FÓRMULA MODULAR PARA ADULTOS SOBRE X 27G;11,00;1,00;10,00;30,00;Carga Seca
NV0128;FOSFOMICINA 3G GRANULADO A SOLUCION ORAL;10,30;1,00;9,00;17,00;Carga Seca
RM0182;IRBESARTAN + AMLODIPINO 300MG+5MG TABLETA;8,00;17;19,50;782,00;Comerciales
RM0183;IRBESARTAN + AMLODIPINO 300MG+10MG TABLETA;8,00;17;19,5;783,00;Comerciales
RY0006;FUROSEMIDA 20MG/2ML (10MG/ML) SOLUCION INYECTABLE;6,5;14;14;470;Carga Seca
EC0132;FOLICO ACIDO 1MG TABLETA;6,00;13;10,5;148,00;Carga Seca
AB0291;APME EN POLVO FÓRMULA POLIMERICA PARA NIÑOS DE 2 A13 AÑOS LATA X 850G;16,5;13;13;1025;Carga Seca
VT0109;DEXAMETASONA 4MG/ML SOLUCION INYECTABLE;6,00;12;12,2;350,00;Carga Seca
VT0114;OMEPRAZOL 40MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;5,3;12;23,5;655,00;Carga Seca
SM0065;HIDROCORTISONA 100MG POLVO A SOLUCION INYECTABLE;11,5;12;23,5;2,030,00;Carga Seca
VT0160;AMIKACINA 500MG/2ML (250MG/ML) SOLUCION INYECTABLE;7;12;12;516;Carga Seca
BCN055;CIPROFLOXACINO 500MG TABLETA;8,2;11;16,30;514,00;Carga Seca
SIC014;DEXMEDETOMIDINA 200MCG/2ML (100MCG/ML) SOLUCION INYECTABLE;8;11;13,00;46,1;Carga Seca
RM0031;LEVETIRACETAM 500MG TABLETA RECUBIERTA;7,2;10;3,5;41,00;Carga Seca
NU0037;APME EN POLVO FÓRMULA OLIGOMÉRICA NIÑOS DESDE 0 HASTA LOS 3 AÑOS LATA X 400G;12,5;10;10;499;Carga Seca
NTB006;POLIESTIRENO SULFONATO CALCICO 99G/100G POLVO A SUSPENSION ORAL;8,5;9;9;175;Carga Seca
DR0015;CAPECITABINA 500MG TABLETA;7,00;9;10,5;140,00;Comerciales
ADS019;CIPROFLOXACINO 400MG/200ML (2MG/ML) SOLUCION INYECTABLE;20,00;9;15,20;531,00;Carga Seca
LQ0067;LOSARTAN 100MG TABLETA RECUBIERTA;7;9;22,5;340,00;Carga Seca
LQ0145;ENALAPRIL 20MG TABLETA;7,00;8;22,5;254,00;Carga Seca
XN0023;MICOFENOLATO 360MG TABLETA GASTRORRESISTENTE;7,00;8;13,5;140,00;Comerciales
NV0009;FLUCONAZOL 200MG CAPSULA DURA;6,5;8;24,50;174,00;Carga Seca
LQ0171;SECNIDAZOL 500MG TABLETA;3,5;8;17,00;110,00;Carga Seca
NO0183;MIDOSTAURINA 25MG CAPSULA BLANDA;10,5;8;15,5;163,00;Comerciales
CRS008;ZINC OXIDO  (25%) DERMOPROTECTORA CREMA TOPICA;12;8;8;560;Carga Seca
FCH001;OMEPRAZOL 20MG CAPSULA;9,00;7;14,5;150,00;Carga Seca
BP0049;L-ORNITINA-L-ASPARTO 3G GRANULADO A SOLUCION ORAL;9,00;7;12,5;210,00;Comerciales
EC0042;SULFATO FERROSO 200MG GRAGEA;8,5;7;14,5;290,00;Carga Seca
BT0161;MESALAZINA 1.000MG GRANULADO A SOLUCION ORAL;8,3;7;7,50;124,00;Comerciales
RM0143;SEVELAMER 800MG TABLETA RECUBIERTA;7,00;7;12,5;124,00;Comerciales
CLH007;LEVETIRACETAM 100MG/ML SOLUCION ORAL;16,00;7;7,2;574,00;Carga Seca
TF0136;PIRFENIDONA 801MG TABLETA RECUBIERTA;10,00;7;11,5;147,00;Comerciales
